epoch,accuracy,loss,val_accuracy,val_loss
44,0.9270833,0.1917689343293508,0.9583333134651184,0.16383911669254303
45,0.90625,0.18751313289006552,0.9583333134651184,0.17059071362018585
46,0.8854167,0.2553458760182063,0.9583333134651184,0.1607425957918167
47,0.875,0.20807740092277527,0.9583333134651184,0.16329701244831085
48,0.8958333,0.2388295034567515,0.9583333134651184,0.1632906049489975
49,0.8645833,0.21753386656443277,0.9583333134651184,0.16062167286872864
50,0.8645833,0.3391142288843791,0.9583333134651184,0.16266055405139923
51,0.9166667,0.2317610283692678,0.9583333134651184,0.16846956312656403
52,0.8958333,0.22336438794930777,0.9166666865348816,0.16392472386360168
53,0.8958333,0.2031579613685608,0.9583333134651184,0.16425102949142456
54,0.9375,0.20421615491310754,0.9583333134651184,0.16314108669757843
55,0.8958333,0.22836756706237793,0.9583333134651184,0.161100834608078
56,0.9375,0.24798506498336792,0.9583333134651184,0.16338954865932465
57,0.9166667,0.19150520861148834,0.9166666865348816,0.14766047894954681
58,0.875,0.21465242902437845,0.9166666865348816,0.14776919782161713
59,0.8958333,0.21783027052879333,0.9166666865348816,0.14339306950569153
60,0.9166667,0.19772412379582724,0.9166666865348816,0.150327667593956
61,0.875,0.2382152924935023,0.9583333134651184,0.16502602398395538
62,0.875,0.24111186961332956,0.9583333134651184,0.16381114721298218
63,0.90625,0.16348500301440558,0.9583333134651184,0.16957677900791168
64,0.9270833,0.23404360810915628,0.9583333134651184,0.1614135354757309
65,0.9166667,0.22042864064375559,0.9166666865348816,0.16100047528743744
66,0.9270833,0.1746086726586024,0.9166666865348816,0.15569360554218292
67,0.8958333,0.1958051398396492,0.9166666865348816,0.16918759047985077
68,0.8958333,0.24009500443935394,0.875,0.176091268658638
69,0.9270833,0.1855869342883428,0.9166666865348816,0.15648244321346283
70,0.8958333,0.1880944768587748,0.9166666865348816,0.14791230857372284
71,0.8854167,0.2167529116074244,0.9166666865348816,0.15732577443122864
72,0.90625,0.18971591194470724,0.875,0.1676904708147049
73,0.9270833,0.21897580722967783,0.9166666865348816,0.15864743292331696
74,0.90625,0.16654369235038757,0.9166666865348816,0.14872503280639648
75,0.8645833,0.2612195586164792,0.9166666865348816,0.16531670093536377
76,0.9166667,0.19360516965389252,0.9166666865348816,0.16329456865787506
77,0.8958333,0.17816929519176483,0.9166666865348816,0.17855076491832733
78,0.8958333,0.18358263870080313,0.9166666865348816,0.1815279871225357
79,0.9270833,0.18863224983215332,0.9166666865348816,0.17656467854976654
80,0.9166667,0.20503790179888406,0.9166666865348816,0.16560035943984985
81,0.8958333,0.17902323603630066,0.9166666865348816,0.16726522147655487
82,0.9270833,0.16967198252677917,0.9166666865348816,0.16925503313541412
83,0.9375,0.19847971697648367,0.9166666865348816,0.17415475845336914
84,0.8541667,0.23418811957041422,0.9166666865348816,0.17518538236618042
85,0.8958333,0.22158036877711615,0.9166666865348816,0.17993216216564178
86,0.8958333,0.21859938899676004,0.9166666865348816,0.1682608276605606
87,0.9479167,0.14564628402392069,0.9166666865348816,0.16598735749721527
88,0.90625,0.1852956861257553,0.9166666865348816,0.17267239093780518
89,0.9166667,0.2019978811343511,0.9166666865348816,0.17594146728515625
90,0.8854167,0.21788686513900757,0.9166666865348816,0.17466133832931519
91,0.8854167,0.2603868742783864,0.9166666865348816,0.17378388345241547
92,0.9375,0.14139018207788467,0.9583333134651184,0.17814230918884277
93,0.8958333,0.18115408718585968,0.9166666865348816,0.16346155107021332
94,0.9166667,0.2331265260775884,0.9166666865348816,0.15136095881462097
95,0.8958333,0.22934004664421082,0.9166666865348816,0.14818084239959717
96,0.9270833,0.20925316462914148,0.9166666865348816,0.16702423989772797
97,0.9479167,0.16129718720912933,0.9166666865348816,0.1780393272638321
98,0.9270833,0.1921763593951861,0.9166666865348816,0.17611797153949738
99,0.8854167,0.23941290378570557,0.9166666865348816,0.17146693170070648
